rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,pl_name,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_mnum,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_acts,st_actserr,st_actslim,st_actsblend,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,st_uj,st_ujerr,st_ujlim,st_ujblend,st_vj,st_vjerr,st_vjlim,st_vjblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend
1360,Kepler-1311,c,2,2.53573424,0.00001018,-0.00001018,0,,,,,,,,,0.109,0.025,-0.021,0,289.651263,43.824417,705.00,150.27,-148.60,0,13.349,,0,0,Kepler-band,,,,5748.00,87.26,-72.30,0,0,1.05,0.08,-0.06,0,0,1.40,0.30,-0.30,0,0,Kepler-1311 c,,,,,1.220,0.280,-0.240,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,0.18,-0.14,0,0,,,,,0,0.090,0.101,-0.073,0,0,7.590,1.700,-2.060,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.169,0.025,0,0,11.859,0.019,0,0,11.825,0.013,0,0,11.808,0.023,0,1,11.839,0.021,0,0,11.886,0.182,0,0,9.301,,-1,0,,,,,,,,,,,,,,,,
1361,Kepler-1312,b,1,5.44832529,0.00000735,-0.00000735,0,,,,,,,,,0.187,0.007,-0.006,0,292.971241,41.035764,305.00,10.04,-10.16,0,12.430,,0,0,Kepler-band,,,,5719.00,71.88,-58.57,0,0,0.99,0.03,-0.03,0,0,0.92,0.03,-0.03,0,0,Kepler-1312 b,,,,,2.100,0.080,-0.070,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,0.02,-0.02,0,0,,,,,0,-0.020,0.094,-0.096,0,0,2.000,1.190,-0.624,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.323,0.021,0,0,10.947,0.022,0,0,10.907,0.019,0,0,10.873,0.021,0,0,10.904,0.018,0,0,10.932,0.090,0,0,8.708,,-1,0,,,,,,,,,,,,,,,,
1362,Kepler-1313,b,1,3.83309118,0.00000534,-0.00000534,0,,,,,,,,,0.157,0.005,-0.007,0,292.388546,42.233261,187.00,6.24,-6.55,0,11.799,,0,0,Kepler-band,,,,5453.00,82.15,-76.05,0,0,0.92,0.03,-0.03,0,0,0.85,0.03,-0.03,0,0,Kepler-1313 b,,,,,1.760,0.060,-0.080,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,0.02,-0.02,0,0,,,,,0,0.000,0.093,-0.100,0,0,2.690,2.040,-1.170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.522,0.021,0,0,10.130,0.017,0,0,10.088,0.016,0,0,10.033,0.022,0,0,10.074,0.020,0,0,10.000,0.042,0,0,8.735,,-1,0,,,,,,,,,,,,,,,,
1363,Kepler-1314,b,1,5.42474928,0.00000397,-0.00000397,0,,,,,,,,,0.456,0.017,-0.017,0,294.237938,45.197322,462.00,22.44,-26.25,0,16.406,,0,0,Kepler-band,,,,4188.00,92.28,-113.71,0,0,0.60,0.02,-0.02,0,0,0.59,0.02,-0.02,0,0,Kepler-1314 b,,,,,5.110,0.190,-0.190,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68,0.02,-0.02,0,0,,,,,0,-0.220,0.078,-0.068,0,0,6.030,5.910,-3.530,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.101,0.028,0,0,13.510,0.029,0,0,13.220,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Kepler-1315,b,1,0.84338011,0.00000082,-0.00000082,0,,,,,,,,,0.123,0.007,-0.005,0,295.821448,46.053029,505.00,23.50,-25.43,0,14.975,,0,0,Kepler-band,,,,4861.00,81.92,-112.47,0,0,0.80,0.03,-0.04,0,0,0.75,0.03,-0.03,0,0,Kepler-1315 b,,,,,1.380,0.080,-0.060,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.60,0.02,-0.04,0,0,,,,,0,0.070,0.157,-0.165,0,0,3.470,5.950,-1.840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.330,0.030,0,1,12.808,0.032,0,1,12.684,0.031,0,1,12.498,0.024,0,1,12.548,0.023,0,1,12.102,0.212,0,0,9.127,,-1,0,,,,,,,,,,,,,,,,
1365,Kepler-1316,b,1,87.97321360,0.00052310,-0.00052310,0,,,,,,,,,0.316,0.049,-0.034,0,298.835871,40.293136,753.00,115.83,-80.78,0,14.000,,0,0,Kepler-band,,,,5884.00,97.80,-96.34,0,0,1.04,0.05,-0.05,0,0,1.12,0.17,-0.12,0,0,Kepler-1316 b,,,,,3.540,0.550,-0.380,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,0.10,-0.11,0,0,,,,,0,0.030,0.084,-0.084,0,0,5.130,1.900,-2.650,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.807,0.023,0,0,12.488,0.023,0,0,12.442,0.022,0,0,12.383,0.024,0,0,12.439,0.024,0,0,10.876,0.079,0,0,8.642,0.252,0,0,,,,,,,,,,,,,,,,
1366,Kepler-1317,b,1,0.56887443,0.00000060,-0.00000060,0,,,,,,,,,0.139,0.008,-0.007,0,291.611881,42.115971,734.00,39.07,-38.63,0,15.230,,0,0,Kepler-band,,,,5144.00,84.20,-69.20,0,0,0.83,0.04,-0.04,0,0,0.79,0.04,-0.04,0,0,Kepler-1317 b,,,,,1.560,0.090,-0.080,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,0.03,-0.05,0,0,,,,,0,-0.010,0.133,-0.156,0,0,4.790,5.830,-2.760,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.822,0.025,0,0,13.316,0.025,0,0,13.309,0.041,0,0,13.226,0.025,0,0,13.296,0.030,0,0,12.304,,-1,0,9.390,,-1,0,,,,,,,,,,,,,,,,
1367,Kepler-1318,b,1,213.25766300,0.00105100,-0.00105100,0,,,,,,,,,0.277,0.015,-0.013,0,290.376313,41.150741,475.00,20.13,-23.51,0,15.165,,0,0,Kepler-band,,,,4598.00,63.77,-51.73,0,0,0.73,0.03,-0.04,0,0,0.70,0.02,-0.03,0,0,Kepler-1318 b,,,,,3.110,0.170,-0.150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,0.02,-0.03,0,0,,,,,0,-0.010,0.141,-0.146,0,0,4.570,5.850,-2.610,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.514,0.031,0,1,12.875,0.033,0,1,12.767,0.042,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,Kepler-1319,b,1,2.88676265,0.00000337,-0.00000337,0,,,,,,,,,0.120,0.064,-0.007,0,290.956068,49.366306,114.00,6.13,-6.26,0,14.717,,0,0,Kepler-band,,,,3655.00,45.46,-50.09,0,0,0.56,0.01,-0.02,0,0,0.54,0.02,-0.02,0,0,Kepler-1319 b,,,,,1.340,0.720,-0.080,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,0.02,-0.02,0,0,,,,,0,0.440,0.043,-0.059,0,0,5.370,6.240,-3.540,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.570,0.024,0,0,10.927,0.028,0,0,10.726,0.023,0,0,10.558,0.023,0,0,10.479,0.021,0,0,10.415,0.053,0,0,9.179,,-1,0,,,,,,,,,,,,,,,,
1369,Kepler-132,b,4,6.17819600,0.00002200,-0.00002200,0,0.067000,,,0,,,,,0.108,0.021,-0.021,0,283.235810,41.343037,,,,,11.818,,0,0,Kepler-band,,,,6003.00,146.00,-146.00,0,0,,,,,,1.18,0.23,-0.23,0,0,Kepler-132 b,,,,,1.210,0.240,-0.240,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,0.15,-0.15,0,0,,,,,,-0.053,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.797,0.023,0,0,10.516,0.023,0,0,10.424,0.019,0,0,10.383,0.023,0,0,10.425,0.019,0,0,10.389,0.054,0,0,8.849,,-1,0,,,,,,,,,,,,,,,,
1370,Kepler-132,c,4,6.41491400,0.00001900,-0.00001900,0,0.068000,,,0,,,,,0.114,0.022,-0.022,0,283.235810,41.343037,,,,,11.818,,0,0,Kepler-band,,,,6003.00,146.00,-146.00,0,0,,,,,,1.18,0.23,-0.23,0,0,Kepler-132 c,,,,,1.280,0.250,-0.250,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,0.15,-0.15,0,0,,,,,,-0.053,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.797,0.023,0,0,10.516,0.023,0,0,10.424,0.019,0,0,10.383,0.023,0,0,10.425,0.019,0,0,10.389,0.054,0,0,8.849,,-1,0,,,,,,,,,,,,,,,,
1371,Kepler-132,d,4,18.01019900,0.00006700,-0.00006700,0,0.136000,,,0,,,,,0.138,0.027,-0.027,0,283.235810,41.343037,,,,,11.818,,0,0,Kepler-band,,,,6003.00,146.00,-146.00,0,0,,,,,,1.18,0.23,-0.23,0,0,Kepler-132 d,,,,,1.550,0.300,-0.300,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,0.15,-0.15,0,0,,,,,,-0.053,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.797,0.023,0,0,10.516,0.023,0,0,10.424,0.019,0,0,10.383,0.023,0,0,10.425,0.019,0,0,10.389,0.054,0,0,8.849,,-1,0,,,,,,,,,,,,,,,,
1372,Kepler-132,e,4,110.28693740,0.00087800,-0.00087800,0,,,,,,,,,0.105,0.014,-0.011,0,283.235810,41.343037,,,,,11.818,,0,0,Kepler-band,,,,6003.00,146.00,-146.00,0,0,,,,,,1.18,0.23,-0.23,0,0,Kepler-132 e,,,,,1.180,0.160,-0.120,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,0.15,-0.15,0,0,,,,,,-0.053,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.797,0.023,0,0,10.516,0.023,0,0,10.424,0.019,0,0,10.383,0.023,0,0,10.425,0.019,0,0,10.389,0.054,0,0,8.849,,-1,0,,,,,,,,,,,,,,,,
1373,Kepler-1320,b,1,0.86838653,0.00000116,-0.00000116,0,,,,,,,,,0.152,0.006,-0.010,0,288.433591,40.380875,771.00,32.72,-30.73,0,15.898,,0,0,Kepler-band,,,,4817.00,51.95,-67.43,0,0,0.80,0.03,-0.04,0,0,0.74,0.03,-0.03,0,0,Kepler-1320 b,,,,,1.700,0.070,-0.110,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.60,0.01,-0.04,0,0,,,,,0,0.100,0.154,-0.167,0,0,3.160,6.570,-1.640,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.231,0.029,0,0,13.713,0.031,0,0,13.658,0.049,0,0,13.496,0.025,0,0,13.515,0.029,0,0,12.664,,-1,0,9.174,,-1,0,,,,,,,,,,,,,,,,
1374,Kepler-1321,b,2,11.12830484,0.00002043,-0.00002043,0,,,,,,,,,0.439,0.054,-0.054,0,294.528593,46.640962,547.00,94.33,-53.71,0,16.835,,0,0,Kepler-band,,,,4094.00,91.20,-86.13,0,0,0.54,0.07,-0.04,0,0,0.53,0.06,-0.04,0,0,Kepler-1321 b,,,,,4.920,0.600,-0.610,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,0.04,-0.05,0,0,,,,,0,-0.450,0.279,-0.183,0,0,4.170,5.690,-2.490,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.832,0.029,0,0,14.224,0.040,0,0,13.884,0.053,0,0,13.770,0.027,0,1,13.863,0.030,0,1,12.941,,-1,0,9.312,,-1,0,,,,,,,,,,,,,,,,
1375,Kepler-1321,c,2,2.22649109,0.00000524,-0.00000524,0,,,,,,,,,0.214,0.027,-0.016,0,294.528593,46.640962,547.00,94.33,-53.71,0,16.835,,0,0,Kepler-band,,,,4094.00,91.20,-86.13,0,0,0.54,0.07,-0.04,0,0,0.53,0.06,-0.04,0,0,Kepler-1321 c,,,,,2.400,0.300,-0.180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,0.04,-0.05,0,0,,,,,0,-0.450,0.279,-0.183,0,0,4.170,5.690,-2.490,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.832,0.029,0,0,14.224,0.040,0,0,13.884,0.053,0,0,13.770,0.027,0,1,13.863,0.030,0,1,12.941,,-1,0,9.312,,-1,0,,,,,,,,,,,,,,,,
1376,Kepler-1322,b,1,0.96286738,0.00000204,-0.00000204,0,,,,,,,,,0.144,0.018,-0.012,0,293.204521,45.435402,1217.00,151.54,-99.32,0,15.810,,0,0,Kepler-band,,,,5488.00,151.55,-103.39,0,0,0.90,0.05,-0.06,0,0,0.87,0.11,-0.07,0,0,Kepler-1322 b,,,,,1.610,0.200,-0.130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,0.05,-0.11,0,0,,,,,0,-0.070,0.151,-0.184,0,0,4.470,5.790,-2.800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.572,0.034,0,0,14.167,0.033,0,0,14.068,0.079,0,0,14.075,0.025,0,0,14.057,0.032,0,0,12.786,,-1,0,9.381,,-1,0,,,,,,,,,,,,,,,,
1377,Kepler-1323,b,1,0.92990668,0.00000075,-0.00000075,0,,,,,,,,,0.136,0.029,-0.021,0,292.872284,46.098885,530.00,114.09,-81.27,0,12.410,,0,0,Kepler-band,,,,6169.00,74.24,-59.83,0,0,1.18,0.11,-0.06,0,0,1.40,0.30,-0.21,0,0,Kepler-1323 b,,,,,1.520,0.330,-0.240,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,0.14,-0.13,0,0,,,,,0,0.020,0.082,-0.088,0,0,3.550,0.840,-0.960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.387,0.021,0,0,11.147,0.017,0,0,11.122,0.018,0,0,11.087,0.023,0,1,11.130,0.021,0,0,11.015,0.088,0,0,9.601,,-1,0,,,,,,,,,,,,,,,,
1378,Kepler-1324,b,1,4.11584468,0.00000855,-0.00000855,0,,,,,,,,,0.135,0.007,-0.008,0,291.184970,40.311214,522.00,21.01,-24.16,0,15.141,,0,0,Kepler-band,,,,4776.00,54.15,-70.56,0,0,0.78,0.03,-0.04,0,0,0.73,0.02,-0.03,0,0,Kepler-1324 b,,,,,1.510,0.080,-0.090,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,0.02,-0.03,0,0,,,,,0,0.050,0.152,-0.176,0,0,2.880,6.070,-1.370,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.472,0.023,0,0,12.944,0.024,0,0,12.834,0.028,0,0,12.771,0.024,0,0,12.813,0.025,0,0,12.316,,-1,0,8.893,,-1,0,,,,,,,,,,,,,,,,
1379,Kepler-1325,b,1,33.87868380,0.00023340,-0.00023340,0,,,,,,,,,0.255,0.036,-0.042,0,285.017227,42.085384,955.00,136.72,-71.35,0,15.160,,0,0,Kepler-band,,,,5550.00,82.37,-93.24,0,0,0.93,0.04,-0.05,0,0,0.91,0.13,-0.06,0,0,Kepler-1325 b,,,,,2.860,0.400,-0.470,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50,0.05,-0.12,0,0,,,,,0,0.010,0.126,-0.178,0,0,4.790,5.610,-2.990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.911,0.026,0,0,13.540,0.028,0,0,13.457,0.044,0,0,13.431,0.024,0,0,13.488,0.027,0,0,13.006,0.510,0,0,9.426,,-1,0,,,,,,,,,,,,,,,,
1380,Kepler-1326,b,1,42.35142670,0.00013720,-0.00013720,0,,,,,,,,,0.373,0.135,-0.068,0,296.222144,39.268958,910.00,320.92,-167.63,0,12.852,,0,0,Kepler-band,,,,6725.00,280.90,-196.41,0,0,1.45,0.21,-0.16,0,0,1.74,0.63,-0.32,0,0,Kepler-1326 b,,,,,4.180,1.510,-0.760,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.13,-0.21,0,0,,,,,0,0.020,0.129,-0.168,0,0,1.700,0.530,-0.392,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.952,0.023,0,0,11.733,0.020,0,0,11.700,0.017,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,Kepler-1327,b,1,14.88801098,0.00008768,-0.00008768,0,,,,,,,,,0.161,0.052,-0.018,0,289.064869,50.460976,688.00,164.10,-76.08,0,13.914,,0,0,Kepler-band,,,,5885.00,115.84,-121.67,0,0,1.02,0.07,-0.07,0,0,1.03,0.25,-0.11,0,0,Kepler-1327 b,,,,,1.800,0.580,-0.200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,0.07,-0.17,0,0,,,,,0,-0.030,0.146,-0.200,0,0,4.070,2.810,-2.270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.788,0.032,0,1,12.468,,-1,0,12.374,,-1,0,12.172,0.023,0,0,12.245,0.022,0,0,12.262,0.211,0,0,9.337,,-1,0,,,,,,,,,,,,,,,,
1382,Kepler-1328,b,1,4.52158888,0.00002184,-0.00002184,0,,,,,,,,,0.087,0.018,-0.008,0,284.675388,44.417770,630.00,129.61,-60.03,0,13.836,,0,0,Kepler-band,,,,5780.00,91.61,-90.02,0,0,1.00,0.06,-0.06,0,0,0.99,0.20,-0.09,0,0,Kepler-1328 b,,,,,0.980,0.200,-0.090,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,0.07,-0.15,0,0,,,,,0,0.000,0.131,-0.177,0,0,4.570,3.120,-2.700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.695,0.022,0,0,12.348,0.017,0,0,12.305,0.023,0,0,12.282,0.023,0,0,12.311,0.022,0,0,12.310,0.254,0,0,8.929,,-1,0,,,,,,,,,,,,,,,,
1383,Kepler-1329,b,1,9.33646594,0.00003106,-0.00003106,0,,,,,,,,,0.194,0.005,-0.014,0,281.647742,48.271046,624.00,20.04,-24.24,0,15.911,,0,0,Kepler-band,,,,4500.00,38.73,-38.83,0,0,0.72,0.02,-0.02,0,0,0.69,0.02,-0.02,0,0,Kepler-1329 b,,,,,2.170,0.060,-0.160,0,0,,,,,,,,,,,,,,,,,,-14.26,0.43,-0.43,0,0,,,,,,4.62,0.02,-0.03,0,0,,,,,0,0.020,0.123,-0.107,0,0,5.620,5.370,-3.160,0,8.7000,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.168,0.028,0,0,13.499,0.029,0,0,13.435,0.044,0,0,13.358,0.023,0,1,13.405,0.024,0,1,12.656,,-1,0,9.328,,-1,0,,,,,,,,,,,,,,,,
1384,Kepler-133,b,2,8.12997600,0.00003800,-0.00003800,0,0.083000,,,0,,,,,0.157,0.027,-0.027,0,297.277976,48.320328,,,,,12.848,,0,0,Kepler-band,,,,5736.00,100.00,-100.00,0,0,,,,,,1.43,0.24,-0.24,0,0,Kepler-133 b,,,,,1.760,0.300,-0.300,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.15,-0.15,0,0,,,,,,-0.160,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.680,0.022,0,0,11.399,0.017,0,0,11.320,0.016,0,0,11.260,0.023,0,0,11.324,0.021,0,0,11.196,0.104,0,0,9.480,,-1,0,,,,,,,,,,,,,,,,
1385,Kepler-133,c,2,31.51758600,0.00015800,-0.00015800,0,0.204000,,,0,,,,,0.253,0.043,-0.043,0,297.277976,48.320328,,,,,12.848,,0,0,Kepler-band,,,,5736.00,100.00,-100.00,0,0,,,,,,1.43,0.24,-0.24,0,0,Kepler-133 c,,,,,2.840,0.480,-0.480,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,0.15,-0.15,0,0,,,,,,-0.160,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.680,0.022,0,0,11.399,0.017,0,0,11.320,0.016,0,0,11.260,0.023,0,0,11.324,0.021,0,0,11.196,0.104,0,0,9.480,,-1,0,,,,,,,,,,,,,,,,
1386,Kepler-1330,b,1,10.10769068,0.00004951,-0.00004951,0,,,,,,,,,0.147,0.036,-0.012,0,290.576737,39.956893,939.00,222.22,-75.42,0,15.017,,0,0,Kepler-band,,,,5608.00,83.00,-112.79,0,0,0.97,0.05,-0.05,0,0,0.94,0.23,-0.07,0,0,Kepler-1330 b,,,,,1.650,0.400,-0.130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,0.06,-0.18,0,0,,,,,0,0.080,0.139,-0.151,0,0,4.900,4.900,-3.150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.757,0.029,0,0,13.423,0.037,0,0,13.302,0.041,0,0,13.311,0.026,0,0,13.370,0.028,0,0,12.732,,-1,0,9.090,,-1,0,,,,,,,,,,,,,,,,
1387,Kepler-1331,b,1,0.78916165,0.00000121,-0.00000121,0,,,,,,,,,0.094,0.008,-0.007,0,297.073789,41.224480,365.00,31.79,-30.43,0,15.031,,0,0,Kepler-band,,,,4508.00,243.21,-204.59,0,0,0.72,0.05,-0.05,0,0,0.69,0.05,-0.04,0,0,Kepler-1331 b,,,,,1.050,0.090,-0.080,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,0.03,-0.03,0,0,,,,,0,0.050,0.155,-0.160,0,0,4.170,5.560,-2.410,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.084,0.021,0,0,12.419,0.024,0,0,12.318,0.021,0,0,12.257,0.023,0,1,12.322,0.022,0,1,13.044,,-1,0,8.969,,-1,0,,,,,,,,,,,,,,,,
1388,Kepler-1332,b,1,11.87456832,0.00003749,-0.00003749,0,,,,,,,,,0.122,0.008,-0.004,0,291.028590,43.913673,515.00,22.51,-21.12,0,13.756,,0,0,Kepler-band,,,,5581.00,83.36,-69.91,0,0,0.95,0.03,-0.04,0,0,0.90,0.04,-0.03,0,0,Kepler-1332 b,,,,,1.370,0.090,-0.050,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,0.03,-0.03,0,0,,,,,0,0.000,0.098,-0.100,0,0,3.240,2.430,-1.580,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.568,0.022,0,0,12.203,0.018,0,0,12.122,0.019,0,0,12.026,0.023,0,0,12.079,0.021,0,0,11.950,0.200,0,0,8.675,,-1,0,,,,,,,,,,,,,,,,
1389,Kepler-1333,b,1,109.64718420,0.00070770,-0.00070770,0,,,,,,,,,0.251,0.036,-0.022,0,293.527561,41.111437,958.00,134.34,-92.46,0,15.162,,0,0,Kepler-band,,,,5628.00,142.84,-162.16,0,0,0.94,0.06,-0.06,0,0,0.92,0.13,-0.08,0,0,Kepler-1333 b,,,,,2.810,0.400,-0.250,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,0.06,-0.12,0,0,,,,,0,-0.040,0.150,-0.187,0,0,4.570,4.530,-2.790,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.886,0.030,0,0,13.521,0.030,0,0,13.406,0.042,0,0,13.212,0.024,0,1,13.261,0.028,0,0,12.581,,-1,0,9.455,,-1,0,,,,,,,,,,,,,,,,
1390,Kepler-1334,b,1,15.64591713,0.00007265,-0.00007265,0,,,,,,,,,0.204,0.028,-0.016,0,289.311480,51.320866,1047.00,141.02,-79.34,0,15.241,,0,0,Kepler-band,,,,5614.00,91.79,-87.50,0,0,0.94,0.04,-0.05,0,0,0.91,0.12,-0.06,0,0,Kepler-1334 b,,,,,2.290,0.310,-0.180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50,0.05,-0.12,0,0,,,,,0,-0.030,0.139,-0.175,0,0,4.270,5.150,-2.570,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.052,0.024,0,0,13.671,0.038,0,0,13.626,0.045,0,0,13.610,0.024,0,1,13.700,0.029,0,1,12.825,,-1,1,9.548,,-1,0,,,,,,,,,,,,,,,,
1391,Kepler-1335,b,1,6.26406846,0.00002706,-0.00002706,0,,,,,,,,,0.129,0.009,-0.008,0,284.838408,42.070431,628.00,28.34,-38.14,0,15.329,,0,0,Kepler-band,,,,4903.00,66.92,-62.59,0,0,0.77,0.04,-0.04,0,0,0.74,0.03,-0.04,0,0,Kepler-1335 b,,,,,1.450,0.100,-0.090,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.60,0.03,-0.04,0,0,,,,,0,-0.070,0.156,-0.178,0,0,4.900,5.920,-2.970,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.787,0.023,0,0,13.276,0.027,0,0,13.134,0.034,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
